-7.419820,5,5,0.000002,0.000002,
-7.380373,6,11,0.000003,0.000005,
-7.340926,8,19,0.000004,0.000009,
-7.301480,6,25,0.000003,0.000012,
-7.262033,10,35,0.000005,0.000016,
-7.222586,12,47,0.000006,0.000022,
-7.183140,16,63,0.000007,0.000029,
-7.143693,19,82,0.000009,0.000038,
-7.104247,14,96,0.000006,0.000044,
-7.064800,14,110,0.000006,0.000051,
-7.025353,22,132,0.000010,0.000061,
-6.985907,20,152,0.000009,0.000070,
-6.946460,32,184,0.000015,0.000085,
-6.907014,28,212,0.000013,0.000098,
-6.867567,32,244,0.000015,0.000113,
-6.828120,47,291,0.000022,0.000135,
-6.788674,38,329,0.000018,0.000152,
-6.749227,54,383,0.000025,0.000177,
-6.709780,60,443,0.000028,0.000205,
-6.670334,64,507,0.000030,0.000234,
-6.630887,76,583,0.000035,0.000270,
-6.591441,82,665,0.000038,0.000308,
-6.551994,91,756,0.000042,0.000350,
-6.512547,100,856,0.000046,0.000396,
-6.473101,115,971,0.000053,0.000449,
-6.433654,130,1101,0.000060,0.000509,
-6.394208,142,1243,0.000066,0.000575,
-6.354761,166,1409,0.000077,0.000652,
-6.315314,176,1585,0.000081,0.000733,
-6.275868,194,1779,0.000090,0.000823,
-6.236421,213,1992,0.000099,0.000921,
-6.196974,239,2231,0.000111,0.001032,
-6.157528,257,2488,0.000119,0.001151,
-6.118081,285,2773,0.000132,0.001283,
-6.078635,306,3079,0.000142,0.001424,
-6.039188,334,3413,0.000154,0.001579,
-5.999741,336,3749,0.000155,0.001734,
-5.960295,352,4101,0.000163,0.001897,
-5.920848,323,4424,0.000149,0.002046,
-5.881402,346,4770,0.000160,0.002206,
-5.841955,367,5137,0.000170,0.002376,
-5.802508,411,5548,0.000190,0.002566,
-5.763062,442,5990,0.000204,0.002770,
-5.723615,500,6490,0.000231,0.003002,
-5.684168,499,6989,0.000231,0.003232,
-5.644722,781,7770,0.000361,0.003594,
-5.605275,3077,10847,0.001423,0.005017,
-5.565829,3350,14197,0.001549,0.006566,
-5.526382,3459,17656,0.001600,0.008166,
-5.486935,3488,21144,0.001613,0.009779,
-5.447489,2922,24066,0.001351,0.011131,
-5.408042,3000,27066,0.001388,0.012518,
-5.368596,3013,30079,0.001394,0.013912,
-5.329149,3999,34078,0.001850,0.015761,
-5.289702,7656,41734,0.003541,0.019302,
-5.250256,7431,49165,0.003437,0.022739,
-5.210809,7020,56185,0.003247,0.025986,
-5.171362,6500,62685,0.003006,0.028992,
-5.131916,10430,73115,0.004824,0.033816,
-5.092469,11651,84766,0.005389,0.039204,
-5.053023,10887,95653,0.005035,0.044240,
-5.013576,13752,109405,0.006360,0.050600,
-4.974129,16045,125450,0.007421,0.058021,
-4.934683,15417,140867,0.007130,0.065151,
-4.895236,20466,161333,0.009466,0.074617,
-4.855790,19207,180540,0.008883,0.083500,
-4.816343,24657,205197,0.011404,0.094904,
-4.776896,24628,229825,0.011390,0.106294,
-4.737450,27479,257304,0.012709,0.119003,
-4.698003,30941,288245,0.014310,0.133313,
-4.658556,33054,321299,0.015287,0.148601,
-4.619110,35862,357161,0.016586,0.165187,
-4.579663,39222,396383,0.018140,0.183327,
-4.540217,42820,439203,0.019804,0.203132,
-4.500770,46466,485669,0.021491,0.224622,
-4.461323,50016,535685,0.023132,0.247755,
-4.421877,54743,590428,0.025319,0.273073,
-4.382430,58985,649413,0.027281,0.300354,
-4.342984,63870,713283,0.029540,0.329894,
-4.303537,68422,781705,0.031645,0.361539,
-4.264090,73381,855086,0.033939,0.395478,
-4.224644,78416,933502,0.036267,0.431745,
-4.185197,82453,1015955,0.038135,0.469880,
-4.145751,89337,1105292,0.041318,0.511198,
-4.106304,97527,1202819,0.045106,0.556304,
-4.066857,103299,1306118,0.047776,0.604080,
-4.027411,105842,1411960,0.048952,0.653032,
-3.987964,107248,1519208,0.049602,0.702634,
-3.948517,105899,1625107,0.048978,0.751613,
-3.909071,102309,1727416,0.047318,0.798931,
-3.869624,96257,1823673,0.044519,0.843450,
-3.830178,86353,1910026,0.039938,0.883388,
-3.790731,74565,1984591,0.034486,0.917874,
-3.751284,61248,2045839,0.028327,0.946201,
-3.711838,47513,2093352,0.021975,0.968176,
-3.672391,33634,2126986,0.015556,0.983732,
-3.632945,20852,2147838,0.009644,0.993376,
-3.593498,10411,2158249,0.004815,0.998191,
-3.554051,3499,2161748,0.001618,0.999809,
-3.514605,412,2162160,0.000191,1.000000,
